链接,中药名,别名,英文名,产地分布,性味归经,功效与作用,临床应用,图片,形态,使用禁忌
http://www.zhongyoo.com/name/yexiazhu_114.html,叶下珠,叶后珠、珍珠草、日开夜闭,Herba Phyllanthi Urinariae。,无,寒，味微苦。归肝经、脾经,清热解毒，止泻，平肝明目。属清热药下属分类的清热解毒药,用量15~30克(水肿可用至60~ 90克)，煎服；外用适量，鲜草捣烂敷伤口周围。用治肾炎水肿、泌尿系感染、结石、肠炎、痢疾、小儿疳积、眼角膜炎、黄疸型肝炎；外用治青竹蛇咬伤。治疗肠炎腹泻及细菌性痢疾，可单用本品50克，煎服；也可配合50克同用。在治疗夜盲症时，可用鲜草50~100克，加鸭肝2~3个同炖汤，熟后食鸭肝及汤。,http://www.zhongyoo.com//uploads/allimg/131217/1-13121G33935328.jpg,一年生草本，高约30厘米。茎直立，通常带紫红色。单叶互生，二列，形似复叶，长椭圆形，长0.5~1.5厘米，宽0.2~0.5厘米，顶端钝或有小尖头，基部圆形，偏斜，背面灰白色，两面无毛；叶柄短，近于无柄；托叶小，披针形。雄花2~3朵，簇生于叶腋，萼片6。蒴果无柄，叶下二列着生，近圆形，赤褐色，表面有小鳞状凸起物；种子灰褐色。花期6~8月，果期9~10月。,尚不明确
http://www.zhongyoo.com/name/rongshuye_109.html,榕树叶,小叶榕、细叶榕、落地金钱,Folium Fici Microcarpae。,无,微寒，味微苦、涩。归肺经、大肠经,清热祛湿、止咳化痰、活血散瘀、祛风止痒。属解表药下分类的辛凉解表药。,用量9~15克，煎服；外用鲜品适量捣敷患处。用治感冒高热、湿热泻痢、痰多咳嗽、跌打瘀肿、湿疹、痔疮。,http://www.zhongyoo.com//uploads/allimg/131217/1-13121G32204916.jpg,常绿大乔木，全株无毛，树冠扩大成伞状；树皮具白乳汁；大枝生气根，下垂及地后可发展成支柱根。叶互生，革质或略带肉质，椭圆形、卵状椭圆形或卵形，顶端近短尖，钝头，基部钝或近楔形，全缘；基出脉3条，侧脉纤细，每边有5~6条；托叶披针形。隐头花序，单生或成对着生于叶腋内，或生于无叶老枝上，成熟时球形，红色或黄色，基部附有阔卵形的宿存苞片，总梗极短或无。,"麻风患者忌用,否则皮肤之结节更形表露"
http://www.zhongyoo.com/name/qingtiankui_108.html,青天葵,青莲、珍珠叶、半边伞,Herba Nervilia Plicatae,无,凉，味甘。归心经、肺经、肝经,润肺止咳、清热解毒。属清热药下属分类的清热解毒药。,用量9~15克，煎服；或浸酒。外用：捣敷。用治肺结核咳嗽、支气管炎、小儿肺炎、疮疖肿痛、跌打损伤等。,http://www.zhongyoo.com//uploads/allimg/131213/1-131213111339232.jpg,多年生草本，块茎球形或扁球形，叶于花后长出，基生，通常1片，少有2片，叶片近圆形或卵状心形，边缘微波状，基部心形，叶脉隆起，约20条，横脉网状，叶柄圆柱形，有凹槽，下部被紫红色的叶鞘包围。春季开花，总状花序有花5~10朵，萼片和花瓣近相等，线状披针形，唇瓣白色，具紫脉，内面密生长柔毛，3裂，侧裂片合抱蕊柱，中裂片顶端圆或稍尖，无距。蒴果椭圆形。,阳虚者慎服
http://www.zhongyoo.com/name/shisuan_996.html,石蒜,一枝箭、水麻、老鸦蒜,Shorttube Lycoris Bulb。,生于山地阴湿处或路边、林缘。分布于河南、陕西及华东、华南、西南各地。,温，味辛、苦。有毒。归经暂无,消肿、杀虫。属杀虫止痒药。,一般外用，内服用量1~3克。外用治淋巴结结核、疔疮疖肿、风湿关节痛、蛇咬伤、水肿、灭蛆、灭鼠。,http://www.zhongyoo.com//uploads/allimg/131211/1-13121110141a02.jpg,多年生草本。鳞茎阔椭圆形，外被紫褐色鳞茎皮。叶丛生，带形，长14~ 30厘米，宽1~2厘米。花茎在叶前抽出，实心，伞形花序，有花4~6朵；花两性，红色，花被6，2轮，先端向后反卷，雄蕊6，长约为花被的2倍，子房下位，3室。蒴果背裂。花期9~ 10月，果期10~11月。,体虚，无实邪及孕妇禁服，皮肤破损者禁敷
http://www.zhongyoo.com/name/niuerfeng_100.html,牛耳枫,老虎耳、南岭虎皮楠、假楠木,Herba Daphniphylli。,无,凉，味辛、甘，有小毒。归肝经、肾经,清热解毒、祛风活血、止痛消肿。种仁含富马酸，与酸合用，在体外有微弱的抑菌作用。灌胃每千克体重60毫克，对小鼠肉瘤S180有抑制作用。此外，还有镇痛、抗电休克和镇咳作用。,用量9~15克，煎服；外用适量，鲜叶捣烂敷或煎水洗患处。用于感冒发热、扁桃体炎、风湿关节痛；外用治跌打肿痛、骨折、毒蛇咬伤、疮疡肿毒。,http://www.zhongyoo.com//uploads/allimg/131210/1-131210112135J5.jpg,常绿灌木。单叶互生，革质，宽椭圆形至倒卵形，先端钝或近圆形，有时急尖，基部宽楔形或近圆形，全缘；边缘背卷。上表面绿色，下表面有白色细小乳头状突起，侧脉明显。总状花序腋生，单性，雌雄异株；花小，花被萼状，宿存；雄花花被片3~4，雄蕊9~10，花丝极短；雌花子房为不完全的2室，花柱短，柱头2。核果卵圆形，有瘤状突起，常被白粉。花期4～6月，果期6~10月。,孕妇忌用
http://www.zhongyoo.com/name/niuduteng_99.html,扭肚藤,白花茶、假素馨、猪肚勒,Cacumen Et Folium Jasmini Elongati,无,微苦，性凉。归胃经、大肠经,清热解毒、利湿消滞。属清热药下分类的清热燥湿药。,用量15~30克，煎服。外用适量，煎水洗或研末撒或捣敷。主治湿热泻痢、食滞脘胀、风湿热痹、瘰疬、疮疥。,http://www.zhongyoo.com//uploads/allimg/131210/1-131210110600507.jpg,缠绕木质藤本。小枝圆柱形，疏被短柔毛至密被黄褐色茸毛。单叶对生，膜质，卵形至卵状披针形；先端短尖或锐尖，基部近圆形或微心形，两面有柔毛或除下面叶脉外近无毛。聚伞花序密集，顶生或腋生，通常生于侧枝顶端，有花多朵；花白色，微香；花萼有柔毛，裂片8枚，线形，比萼筒长2倍以上；花冠筒裂片8枚，矩圆状条形，锐尖。浆果球状，直径6~7毫米，成熟时黑色。花期4~12月，果期8月至翌年3月。,孕妇禁用
http://www.zhongyoo.com/name/guangdonghaitongpi_976.html,广东海桐皮,广海桐皮、木棉树皮、英雄树皮,Bombacis Cortex。,分布于广东、广西。广东省产于中部、中南部各县市。生于丘陵或低山次生林中，有的栽培于路边、庭园。,辛、微苦，微寒。归肝经、肾经,祛风祛湿、通经活络、利水消肿。属祛风湿药下属分类的祛风湿强筋骨药。,用量9~15克，煎服或研末；外用煎水洗。用治风湿热痹痛、腰膝疼痛、皮肤水肿、产后浮肿。,http://www.zhongyoo.com//uploads/allimg/131205/1-131205112150P1.jpg,落叶大乔木，高达25m。幼树树干或老树枝条有圆锥状硬刺，侧枝平展伸出。叶互生，为掌状复叶，小叶5~7片，具柄小叶；薄革质，长圆形或椭圆状长圆形，长10~20cm，宽5~7cm，顶端渐尖，基部渐狭或楔形，全缘，两面均无毛。花于春末先叶开放，花大，红色或橙红色，直径约12cm，聚生于小枝近顶端；花萼革质，长3.5~4.5cm，外面无毛，内面被丝状毛，分裂为宽而钝的裂片；花瓣5片，肉质，长圆形，长8~10cm，两面多被星状小柔毛，雄蕊多数，下部全生成短管，排成3轮，最外轮集生成5束；子房5室。胚珠多数，柱头5裂，蒴果大，木质，长圆形，长10~15cm，宽4.5~5cm，成熟时分裂为5果瓣，果瓣内有白色长棉毛。种子多数，倒卵形，黑褐色，光滑。花期3月，果期5月。,腰痛非风湿者不宜用
http://www.zhongyoo.com/name/huotanmu_78.html,火炭母,五毒草、火炭毛、乌炭子,Herba Polygoni Chinensis。,生于水沟边或湿地上。分布于广东、福建、台湾、广西、海南等地。,"微寒,味微酸、涩。归肝经、脾经",清热利湿、凉血解毒、明目退翳。属清热药下分类的清热燥湿药。,用量25~50克(鲜品用量50~100克，煎服；或捣汁。外用：捣敷或煎水洗。用治暑湿泄泻、赤白痢疾，对慢性泻痢，亦可煎汁作保留灌肠；小儿夏季热、食少腹胀、湿热黄疸、肺热咳嗽、咽喉肿痛及白喉等症，乳痈、疖肿，以鲜品捣烂敷患处，并煎汤内服；皮炎、湿疹、脓疱疮，均用本品煎水外洗；角膜云翳、斑翳，对非中心性角膜白斑以及外眼炎症可制成眼药水滴眼。,http://www.zhongyoo.com//uploads/allimg/131202/1-131202163H0J1.jpg,多年生草本。茎近直立或蜿蜒状，无毛或近无毛，下部节上常有不定根。叶互生，薄纸质，卵形或卵状长圆形，顶端渐尖，基部近截平或截平而短尖状下延，边近全缘或有微齿，两面无毛，上面常有紫蓝色斑块；基部两侧常有耳；托叶膜质，鞘状，顶部斜截、极易破碎，无毛。花密聚成头状花序，再组成圆锥或伞房花序，腋生，主轴和分枝均被腺毛；苞片膜质，无毛；花被粉红色，5深裂；雄蕊8枚，子房上位，花柱3裂。瘦果初为三角状，成熟时球形，全部包藏于多汁、透明、白色或蓝色的宿存花被内。秋季开花。,有毒
http://www.zhongyoo.com/name/jianhua_74.html,剑花,霸王花、量天尺花、七星剑花,Euphorbia royleana。,原产于南美洲墨西哥至巴西一带。常栽于村边或逸生于疏林的树上和较干燥的岩石断墙上。现广东、海南、广西等地有栽培。,微寒，味甘。归肺经,清热润肺、化痰止咳。属化痰止咳平喘药下分类的清化热痰药。,用量9~15克，煎服；外用时鲜茎去刺捣敷。用治肺热或肺燥、虚劳咳嗽、痰火瘰疬。,http://www.zhongyoo.com//uploads/allimg/131129/1-131129102235312.jpg,多年生攀援植物，有气根。茎深绿色，肉质，粗壮，常收缩成节，具扁平的阔棱3条，棱边缘波状，较老时多少呈硬角质。叶退化，茎上只留下叶腋形成的小窝孔，孔内有褐色小刺1~3枚。花单生，花萼管状，带绿色，有时淡紫色；花瓣宽阔，多数，外面的黄绿色，向外反曲，内面的白色，直立；雄蕊多数，白色；子房有顶端急尖的鳞片数枚，柱头裂片乳白色。浆果长圆形，红色，肉质，具卵状而顶端急尖的鳞片，成熟时近平滑，果肉白色，可食。,尚不明确
http://www.zhongyoo.com/name/guangkunbu_64.html,广昆布,海白菜、石莼、纸菜、青菜婆,Ulva。,生于中、低潮带和大干潮线附近的岩石上或石沼中，一般在海湾内较盛。分布于广东及黄海、渤海、东海及南海海域。,寒，味咸。归肾经,清热解毒、软坚、消痰、利水、降血压。属利水渗湿药下属分类的利水消肿药。,用量9~15克，煎服。用治咽喉肿痛、疮疖肿毒、痰火瘰疬、瘿瘤、痰饮水肿。,http://www.zhongyoo.com//uploads/allimg/131128/1-13112Q05924c3.jpg,幼藻体绿色，长大时为碧绿色。藻体单独或2~3株成丛。片状，膜质；基部较厚，无柄。体形变异大，不规则，有卵形、椭圆形、披针形和圆形。边缘略有皱或呈波状。藻体表面有大小不等的孔，几个小孔可裂为一大孔，使藻体最后形成几块不规则的裂片。,孕妇及脾胃虚寒，内有湿滞者慎服
http://www.zhongyoo.com/name/jiayanxi_73.html,假芫茜,野芫荽、刺芹、香信、番香茜、香菜,Foetid Eryngo Herb。,生于林边、路旁、山坡、旷野的肥沃、湿润土地上。分布于广东、广西、海南、云南等地。,温，味辛、微苦。归肺经、脾经、胃经、大肠经,疏风解表、芳香健胃。属解表药下属分类的辛温解表药。,用量9~15克，煎服。外用适量，煎水熏洗或取鲜品捣烂敷患处。用治麻疹初期透发不畅、外感风寒咳嗽、食滞脘胀纳差。外用治跌打肿痛。,http://www.zhongyoo.com//uploads/allimg/131128/1-13112Q04AB35.jpg,多年生草本，有特殊香气。基生叶革质，倒披针形，基部渐狭而呈一阔而扁平的柄，边缘有硬骨质和刺状锯齿，羽状脉达锯齿尖端呈硬刺；茎生叶短而硬，3~5裂或不分裂，疏生尖刺。花葶直立，粗壮，2歧分枝；头状花序极短，生于茎之分叉处；总苞片5~6，叶状，边缘疏生尖刺；小苞片线形；小花多数，白色或淡绿色。双悬球形或卵形，有球形茶色小凸瘤。,尚不明确
http://www.zhongyoo.com/name/huanghuadaoshuilian_67.html,黄花倒水莲,倒吊黄花、倒吊黄、黄花参,Radix Polygalae Fallacis。,生于山谷、溪旁或湿润的灌木丛中。分布于广东、福建、江西、湖南、广西、云南等地。,平，味甘、微苦。归肝经、肾经、脾经,益气养血、健脾利湿、活血调经。属活血化瘀药下属分类的活血调经药。,用量15~30克，煎服。用治病后体虚、腰膝酸痛、脾虚湿盛之水肿、带下、血虚血瘀之月经不调、跌打肿痛。,http://www.zhongyoo.com//uploads/allimg/131127/1-13112G1503T09.jpg,常绿灌木。枝灰绿色，被短柔毛。叶互生，纸质，柔软，长圆状披针形至披针形，顶端常渐尖，基部钝至近楔形，全缘或不整齐的微波状，两面均多少披短柔毛，中脉在上面压人，侧脉每边7~9条，稍疏离。花稍大，两侧对称，纯黄色，组成顶生、下垂的总状花序；萼片5片，外面3片不等大，花瓣状；花瓣3枚，侧生的2枚长圆形，龙骨瓣盔状，长约12毫米，顶部有一具柄、流苏状分裂的附属体，雄蕊8枚，合生成鞘状。蒴果阔倒心形至圆形，有半同心状凸起的棱，无翅，被缘毛。,尚不明确
http://www.zhongyoo.com/name/houerhuan_71.html,猴耳环,围涎树、蛟龙木、三不正,Folium Archidendri Clypeariae。,生于山野丛林中。分布于广东、福建、海南、广西等地。,微寒，味微苦、涩。归脾经、胃经、肝经,清热解毒、去湿敛疮。属清热药下分类的清热解毒药.,用量6~9克，煎服。外用适量研末调搽或取鲜品捣烂敷患处。用治咽喉肿痛、胃脘痛、湿热泄泻。外用治水火烫伤、烂脚、疮痈疖肿。,http://www.zhongyoo.com//uploads/allimg/131127/1-13112G10526349.jpg,常绿乔木。小枝有棱角，密被黄褐色茸毛。叶互生，2回羽状复叶，叶柄具4棱，羽片3~8对，通常4~5对，每对羽片着生处的叶轴上有1枚腺体，最下部的羽片有小叶3~6片，最顶部的羽片有小叶10~12对或更多；小叶革质，斜菱形，最顶部的小叶最大，两面被褐柔毛，近无柄。花白色或淡黄色，数朵组成小型头状花序，多个头状花序再作顶生或腋生圆锥花序式排列；萼钟形，褐色柔毛；花冠中部以下合生，裂片匙形；雄蕊多数。荚果2回或3回旋卷。,尚不明确
http://www.zhongyoo.com/name/hulucha_69.html,葫芦茶,葫芦叶、咸鱼草、田刀柄,Herba Tadehagi Triquetri。,生于丘陵、山坡、林缘、路旁的灌木丛中或草地上。分布于广东省及海南、广西、云南、贵州、福建、江西等地。,凉，味苦、涩。归肺经、膀胱经、肝经,清热解毒、利水除湿、消食杀虫。属清热药下分类的清热解毒药.,用量25~75克，煎服。外用捣汁涂或煎水洗。用治感冒发热、咽喉肿痛、肠炎、痢疾；痈疽肿毒、肾炎水肿、小便短赤、小儿疳积、钩虫病。外治阴道滴虫病。,http://www.zhongyoo.com//uploads/allimg/131126/1-131126102211300.jpg,亚灌木状草本或亚灌木。枝具棱，有毛，后渐脱落。单叶互生，卵状长椭圆形至披针形，顶端急尖，基部浅心形或圆形，上面无毛，下面在中脉和侧脉上被毛；有叶片状阔翅，使全叶形似倒转的葫芦，叶柄基部有大托叶2枚，翅顶有刺状小托叶2枚。花多数，排成顶生或腋生的总状花序；花萼钟形，萼齿较长；蝶形花冠紫红色，旗瓣近圆形，翼瓣倒卵形，基部具钝而向下的耳，龙骨瓣镰刀状弯曲，爪与瓣片近等长；雄蕊10枚，合生成l组，但有1枚在上部略分离；子房被丝毛，花柱无毛。荚果扁平，长圆形，被毛，具5~8节荚，每节种子1粒。夏、秋季开花。,尚不明确
http://www.zhongyoo.com/name/huangpihe_65.html,黄皮核,黄皮果核,Semen Clausenae。,原产于我国南部地区。广东、广西、海南、福建、贵州等地均有栽培。,微温，味辛、苦。归肺经、胃经、肝经,理气消食、散结消胀、化痰止咳。属理气药。,用量6~9克，煎服。用治脘腹胀痛、肝胃气痛、食滞胀满、痰咳哮喘，尤多用于疝气痛。用黄皮核捣烂敷患处，治咬伤、黄蜂蜇伤(《广东中药志》第一册)。,http://www.zhongyoo.com//uploads/allimg/131125/1-131125111430A3.jpg,常绿小乔木。叶互生，为奇数羽状复叶；小叶5~13片，纸质，阔卵形至卵状长圆形，顶端短尖或短渐尖，基部阔楔形至圆形，多少不对称，边缘浅波状或具不明显的圆齿，两面无毛或下面疏被微柔毛。春季开白色花；花芳香，两性，排成顶生圆锥花序；花蕾近球形，有5钝角；萼基部合生，裂片5枚；花瓣5片，两面被黄色短柔毛；雄蕊10枚，排成2轮，外轮与萼片对生，内轮与花瓣对生，比外轮长，插生在花盘上；子房具短柄，被柔毛。浆果球形、卵形、倒梨形或近圆形，黄色或橙黄色而略带褐色，被密或疏柔毛。种子1~3粒，少5粒，绿色。,尚不明确
http://www.zhongyoo.com/name/guangzao_63.html,广枣,五眼果、山枣、人面子,Choerospondiatis Fructus。,常见于村旁或山涧沟谷疏林中；适应性强，于疏松湿润而深厚的土壤生长较好。分布于福建、广东、广西等地。,"平,味甘、酸。归经暂无",行气活血、养心、安神。属安神药下分类的养心安神药。,用量1.5~ 2.5克，煎服。用治气滞血瘀、胸痹作痛、心悸气短、心神不安。,http://www.zhongyoo.com//uploads/allimg/131125/1-1311251101521P.jpg,落叶乔木。树皮灰褐色，纵裂，呈片状剥落。小枝紫黑色，有皮孔。奇数羽状复叶互生，具长柄；小叶对生，小叶片长椭圆形至长圆状披针形，先端长渐尖或渐尖，基部偏斜，全缘，两面无毛，下面近苍白色，侧脉纤细，明显。花杂性，异株；雄花和假两性花淡紫红色，成聚伞状圆锥花序；雌花较大，单生于上部叶腋，具梗；萼杯状，花瓣5片，分离；雄蕊10枚，花丝基部与10裂的花盘粘合，在假两性花中的与花瓣略等长，在雌花中的突出；子房上位，5室，每室有下垂的胚珠1枚，花柱5，分离。核果状浆果椭圆形或卵形，成熟时黄色。花期3~5月，果期8~10月。,尚不明确
http://www.zhongyoo.com/name/hubeibeimu_712.html,湖北贝母,窖贝、板贝、奉节贝母,Fritillariae Hupehensis Bulbus。,生于山坡，草地，多栽培。分布于湖北、四川、湖南。,凉，味微苦。归肺经、心经,清热化痰、止咳、散结。属化痰止咳平喘药下属分类的清化热痰药。,用量3~9克，研末冲服。用治热痰咳嗽、痰核瘰疬、痈肿疮毒。,http://www.zhongyoo.com//uploads/allimg/131123/1-13112313292H13.jpg,植株高26~50厘米。鳞茎扁圆形或圆锥形，直径1~3.5厘米。叶3~7枚轮生，常兼有对生或散生，矩圆状披针形，长7~13厘米，宽1～3厘米，先端不卷曲或多少弯曲。花1～4朵，紫色，具黄色小方格；叶状苞片3枚，稀4枚，多花时，顶端花具3枚苞片，下面的具1~2枚苞片，先端不卷曲；花梗长l~2厘米；花被片6，蜜腺窝背面稍突出；雄蕊6枚，花丝稍具小乳突；子房上位，3室，柱头裂片长2~3毫米。蒴果长2~2.5厘米，宽2.5~3厘米，棱翅宽4~7毫米。花期4月，果期5~6月。, 不宜与川乌、制川乌、草乌、制草乌、附子等乌头类药材同用
http://www.zhongyoo.com/name/zishi_859.html,梓实,无,Fruit of Ovate Catalpa,湿润地区均可生长，分布于东北、华北、西北及长江流域。,平，味甘；无毒。归肾经、膀胱经,利尿、消肿。属利水渗湿药下分类的利水消肿药。,用于治疗浮肿、慢性肾炎、膀胱炎、肝硬化腹水等。,http://www.zhongyoo.com//uploads/allimg/130904/1-130Z4143H6231.jpg,落叶乔木，高达10余米，树冠扩张，嫩枝无毛或具长直毛。叶对生，有长柄；叶片广卵形或近圆形，先端突尖或长尖，基部心形至近圆形，全缘有波齿或3~5浅裂。上面有灰白色柔毛，叶脉尤多，下面疏生柔毛。初夏开淡黄色花，花多数成顶生圆锥花序；花冠钟形，长约2厘米，内有橘黄色条纹及紫色斑点；发育雄蕊2枚，内藏；子房2室。蒴果细长，深褐色，幼时疏生长白毛。种子扁平长椭圆形，两端各有一束白色丝光长毛。,暂缺
http://www.zhongyoo.com/name/juju_857.html,菊苣,卡斯尼(维吾尔族名),"Chicory Herb, Common Chicory",生于田野、路边、山沟、草地。菊苣分布于我国中部、东北及新疆等地；毛菊苣分布于新疆。,凉，味微苦、咸。归经暂无,清肝利胆、健胃消食、利尿消肿。属利水渗湿药下分类的利水消肿药。,用于湿热黄疸、胃痛食少、水肿尿少。内服：煎汤，用量9&mdash；18克；外用：水煎洗。,http://www.zhongyoo.com//uploads/allimg/130831/1-130S1160942405.jpg,多年生草本，高50~150厘米。茎直立，有棱，中空，分枝多。基生叶倒长椭圆状披针形，倒向羽状分裂至不分裂，先端裂片大，侧裂片三角形，基部渐狭成有翅的叶柄，边缘具疏且不整齐的牙齿及长毛，叶两面稍有毛，中脉及叶柄密被粗毛；茎生叶较小，披针状卵形至披针形，无柄，基部稍抱茎，全缘，有粗毛。头状花序顶生和腋生；总苞圆柱状，总苞片2层，外层卵状披针形，内层窄长披针形；花全为舌状花，花冠蓝色，聚药雄蕊，柱头2裂。瘦果，有棱角。花期夏季。,据报道，菊苣中含致癌烃，其含量高于其他咖啡类饮料
http://www.zhongyoo.com/name/dannanxing_940.html,胆南星,胆星,Arisaema Cum Bile。,全国各地均产。,凉，味苦、微辛。归肺、肝、脾经,清热化痰、息风定惊。属化痰止咳平喘药下属分类的清化热痰药。,用量3~6克。用治痰热咳嗽、咯痰黄稠、中风、癫痫。,http://www.zhongyoo.com//uploads/allimg/131121/1-131121111Qb21.jpg,参考“天南星”。,寒痰及脾胃虚寒者慎服
http://www.zhongyoo.com/name/hongdaji_937.html,红大戟,红芽大戟、红萝卜、京大戟,Knoxiae Radix。,生于低山坡草丛中的半阴半阳处。主产于福建、广东、广西、云南、四川等地。,寒，味苦。归肺经、脾经、肾经,泻水逐饮、解毒、消肿散结。属泻下药下属分类的峻下逐水药。,用量1.5~3克；入丸散服，每次1克。外用适量。用治水肿、胸胁停饮、痈肿疮毒、瘰疬痰核等。内服宜醋制以减轻毒性。,http://www.zhongyoo.com//uploads/allimg/131119/1-13111914152S56.jpg,多年生草本。块根纺锤形，1~3个。茎稍呈蔓状，具槽。叶对生；叶片长椭圆形或线状披针形，叶脉被疏柔毛；托叶2~4裂，裂片钻形。顶生聚伞花序，花小，多为淡紫红色或有时白色；花萼4齿裂；花冠筒状漏斗形，先端4裂；雄蕊4。果实小，卵形或椭圆形，有4~8棱。花期8~9月，果期10~11月。,有小毒，虚弱者及孕妇忌用。不宜与甘草同用
http://www.zhongyoo.com/name/laliao_935.html,辣蓼,辣蓼草,Herba Polygoni Pubescentis。,生于近水草地、流水沟中或阴湿处。分布南北各地。,温，味辛。归脾经、胃经、大肠经,除湿、化滞。属化湿药。,用量15~ 30克，内服煎汤，治疗痢疾、肠炎、食滞；外用适量，煎汤洗患处，治疗皮肤瘙痒，灭蛆。,http://www.zhongyoo.com//uploads/allimg/131118/1-13111Q012064P.jpg,一年生草本，高60~90厘米。茎直立或下部伏地，稍粗壮，分枝稀疏，节膨大，通常呈淡红紫色，全株有腺点及毛茸。单叶互生，有短柄，叶片广披针形，先端渐尖，基部楔形，边缘和中脉疏被短糙伏毛，上面深绿色，有“八”字状黑斑，托叶鞘薄膜质，托叶鞘长11~16厘米，口缘生长粗而密的刺毛，毛长5~8毫米。穗状花序生于枝端，花梗细长，下垂，花被5裂，淡红色，雄蕊7。8枚，子房1室，花柱3枚。瘦果。,有小毒，孕妇忌服
http://www.zhongyoo.com/name/li_934.html,藜,灰苋菜、灰藜、红落藜,无。,生于村边、菜地及林缘草丛中。分布于我国大部分省区。,平，味甘。归经暂无,清热、利湿、杀虫。属清热药下属分类的清热燥湿药。,治痢疾、腹泻、湿疮痒疹、毒虫咬伤。内服，煎汤，用量5～15克，外用适量，煎水漱口或熏洗；或捣涂。,http://www.zhongyoo.com//uploads/allimg/131115/1-131115112T2431.jpg,一年生草本，高0.4~2米。茎直立，具棱和绿色条纹。叶互生，下部叶片菱状卵形或卵状三角形，先端钝，边缘有牙齿或作不规则浅裂，基部楔形；上部叶片披针形；下面常被白粉。花小形，两性，黄绿色，每8&mdash；15朵聚成一花簇，许多花簇集成人的圆锥花序；花被片5，卵形，背部中央有绿色隆脊；雄蕊5枚，伸出花被外；柱头2，不露出花被外。胞果稍扁，近圆形，包于花被内。花期8~9月，果期9~ 10月、,有微毒
http://www.zhongyoo.com/name/juanbai_931.html,卷柏,石莲花、回阳草、九死还魂草、见水还阳草,Selaginellae Herba。,生于林下阴湿的裸岩、岩壁上或石缝中。广布于全国各地。,平，味辛。归肝经、心经,活血祛瘀、止血。属活血化瘀药下属分类的活血调经药。,用于妇女经闭、痛经、癞瘕，脘腹瘀痛，跌打损伤、瘀肿，多种出血症、水火烫伤。活血祛瘀，生用；止血，多炒黑用。内服：煎汤，用量5~ 10克；或入丸散。外用：捣敷或研末撒。,http://www.zhongyoo.com//uploads/allimg/131113/1-131113111613960.jpg,多年生常绿草本，高5~ 15厘米，全株呈莲座状。主茎粗壮，短或长，直立，圆柱形，通常单一，棕褐色，顶端分枝丛生，辐射开展，下部生大量须根；分枝扁平，多回羽状叉分，干时拳卷，湿润则张开。营养叶2型，侧叶和中叶各2列，交互着生，上面深绿色，下面苍绿色；侧叶斜展，长卵圆形至卵状矩圆形，顶端急尖并具长芒，边缘微有细齿；中叶2行斜向上，卵状披针形，顶端急尖，具长芒，边缘有微锯齿，中脉在叶上面下陷。孢子囊穗生于枝顶，四棱形；孢子叶卵状三角形，先端有长芒，边缘膜质；大小孢子囊同穗，孢子囊肾形。大小孢子均为球状四面体。孢子期7~ 10月。,孕妇慎用
http://www.zhongyoo.com/name/guangshengma_97.html,广升麻,蓝肉升麻,Radix Serratulae Chinensis。,无,微寒，味辛、微甘。归肺经、胃经,清热解毒、发表透疹。属解表药下分类的辛凉解表药。,用量3~9克，煎服。用治风热头痛、热毒咽肿、麻疹初期透发不畅。,http://www.zhongyoo.com//uploads/allimg/131112/1-131112153I6409.jpg,多年生草本，具纺锤状根。茎直立，被柔毛，不分枝或上部少分枝。叶互生，不分裂，椭圆形、长椭圆形或披针形，边缘具细锯齿，背面有微糙毛。头状花序单生枝顶，总苞总状，总苞片7层，无毛，具淡褐色边缘，外层较短，顶端针状；小花全为管状花，两性；花冠紫色，檐部5裂。瘦果长圆形，冠毛刚毛状，污黄色，有时带紫色。,尚不明确
http://www.zhongyoo.com/name/shuihejian_222.html,水河剑,金星草、飞刀剑,Herba Diplazii Lancei。,生于溪旁林下或阴湿酸性土或石头上。分布于我国长江以南各地。,寒，味微苦、涩。归经暂缺,凉血、止血、利尿通淋。属止血药下属分类的凉血止血药。,用量9~15克，煎服。用治目赤肿痛、尿路结石、热淋尿血。,http://www.zhongyoo.com//uploads/allimg/131112/1-131112144235M6.jpg,多年生草本，高达10~45厘米。根状茎细长，横走，被黑色或深棕色披针形鳞片。叶疏生，单叶，近革质，线状披针形，两端渐狭，全缘或微波状，侧脉羽状，斜展，2~3分叉。孢子囊群条形，单生，间有双生，斜展，着生于叶背侧脉上侧，通常分布在叶片的上半部，囊群盖线形，膜质。,尚不明确
