链接,名字,组成,用法,功效,主治
http://www.zhongyoo.com/fangji/hry_12463.html,何人饮,组成何首乌三钱至一两(9～30克)、当归二三钱(6～9克)、人参三五钱至一两(9～30克)、陈皮二三钱(6～9克) 、煨姜三片。,用法水煎，疟疾发作前2～3小时服。,补肺肾，益肾精。,肺虚劳热，咳逆，老人精血亏损，便秘，产后发热，舌质淡，脉细弱。
http://www.zhongyoo.com/fangji/bzt_12462.html,保真汤,组成当归、生地黄、白术、黄芪、人参各三钱(9克)，赤茯苓、陈皮、赤芍药、甘草、白茯苓、厚朴各一钱五分(4.5克)，天门冬、麦门冬、白芍药、知母、黄柏、五味子、柴胡、地骨皮、熟地黄各钱(3克)。,用法加生姜三片、大枣五枚，水煎服。,益气健脾化湿，滋阴养血清热。,肺脾不足，精神困倦，食纳减少，脘腹胀闷，肌肤不充，身热虚烦，自汗盗汗；肾阴亏虚，骨蒸潮热，耳鸣耳聋，睡眠欠安，记忆力减退，口干咽痛，五心烦热；气阴两伤，气短乏力，干咳少痰，痰中带血，月经量多，崩漏不止，遗精早泄，小便涩赤，低热绵绵，脉象虚细带数。
http://www.zhongyoo.com/fangji/sct_12461.html,三才汤,组成人参三钱(9克)、天门冬二钱(6克)、干地黄五钱(15克)。,用法水五杯，浓煎两杯，分两次温服。,补气养阴生津。,主治暑邪久热，元气阴液两伤，寝卧不安，不思饮食，神识不清，舌淡红嫩少苔，脉虚细。
http://www.zhongyoo.com/fangji/sqw_1172.html,肾气丸,组成干地黄八两(240克) ，山药和山茱萸各四两(各120克)，泽泻、茯苓、牡丹皮各三两(各90克)，桂枝、炮附子各一两(各30克)。,用法上为细末，炼蜜和丸，如梧桐子大，每服15丸(6克，可加至25丸(10克)，酒送下，每日2次。现代临床用法：可作汤剂，用量按原方比例酌减。,补肾助阳。,肾阳不足证。腰痛脚软，身半以下常有冷感，少腹拘急，小便不利，或小便反多，入夜尤甚，阳痿早泄，舌淡而胖，脉虚弱，尺脉沉细，以及痰饮、水肿、消渴、脚气、转胞等。
http://www.zhongyoo.com/fangji/qyg_12460.html,琼玉膏,组成方一：新罗人参二十四两(750克)、生地黄十六斤(8千克)、白茯苓四十九两(15k克)、白沙蜜十斤(5千克)。方二：人参、沉香、琥珀、白砂蜜、白茯苓、生地黄。方三：鲜地黄、人参、枸杞、天门冬、麦门冬、白蜜、白茯芩,用法上药制成膏。每晨服用15～30克，开水化服。,方一：滋阴润肺，补气益脾。方二：滋阴润肺，安神降气。方三：滋阴清热。,方一：主治肺肾阴亏证，见虚劳干咳，乏力气短，咽燥咯血，舌红少苔，脉细数。方二：主治阴虚内热之虚劳干咳，咯血失音。腹中隐痛，潮热盗汗；消渴；血虚皮肤干燥。方三：主治虚劳，肺瘘；里燥，口燥舌干，小便多而浊：胃中津液不足，大便不秘而消渴。
http://www.zhongyoo.com/fangji/jyj_12455.html,举元煎,组成人参，炙黄芪各三五钱(9～15克)、炙甘草一二钱(3～6克)、升麻炒，五七分(1.5～2克)、白术炒，一二钱(3～6克)。,用法水一盅半，煎七八分，温服。,补气固脱，升提摄血。,主治气虚下陷，缸崩血脱，亡阳垂危，精神疲倦，气弱气少，脉细弱。
http://www.zhongyoo.com/fangji/clbss_1410.html,参苓白术散,组成莲子肉去皮一斤(500克)，薏苡仁一斤(500克)，缩砂仁一斤(500克)，桔梗炒令深黄色一斤(500克)，白扁豆姜汁浸去皮，微炒一斤半(750克)，白茯苓二斤(1000克)，人参二斤(1000克)，甘草炒二斤(1000克)，白术二斤(1000克)，甘草二两炙(6克)，山药二斤(1000克)。,用法上为细末。每服二钱(6克)，枣汤调下。小儿量岁数加减服之。现代用法：水煎服，用量按原方比例酌减。,益气健脾，渗湿止泻。,脾虚湿盛证。饮食不化，胸脘痞闷，肠鸣泄泻，四肢乏力，形体消瘦，面色萎黄，舌淡苔白腻，脉虚缓。
http://www.zhongyoo.com/fangji/cft_12454.html,芪附汤,组成炮附子去皮脐，二钱(6克)、黄芪盐水，蜜拌炙，一钱(3克)。,用法上为粗末，每服三钱(9克)，水一盏半(300毫升)，生姜三片，枣子一枚煎，至七分(200毫升)，去滓，食前服。,温阳益气固表。,主治气虚阳弱，虚汗不止，肢体倦怠，舌淡苔白，脉沉迟无力。
http://www.zhongyoo.com/fangji/dzyqt_12453.html,调中益气汤,组成黄芪一钱(3克)、人参甘草苍术各五分(1.5克)、柴胡橘皮升麻各二分(各0.5克)、木香一至二分(0.3～0.6克)。,用法上药锉麻豆大，都作一服。水600毫升，煎至500毫升，去滓，空腹时带热服之。宁心绝思，药必神效。,益气健脾，和中祛湿。,主治肠胃虚弱，湿阻气滞，症见脘腹胀满，不思饮食，身体倦怠，大便泄泻，肢节烦疼，苔白腻，脉濡细。
http://www.zhongyoo.com/fangji/yqcmt_12452.html,益气聪明汤,组成黄芪甘草各半两(各15克)、人参半两(15克)、升麻葛根各三钱(各9克)、蔓荆子一钱半(4.5克)、芍药一钱(3克)、黄柏酒制，锉，炒黄，一钱(3克)。,用法上㕮咀，每服三钱(9克)，水二盏(400毫升)，煎至一盏(200毫升)，去滓热服，临卧近五更再煎服之，得睡更。,益气升阳，聪耳明目。,主治因饮食不节，劳役形体，而致脾胃不足，清阳不升，白内障，耳鸣，或多年目暗，视物不能，舌淡苔薄白，脉细弱。
http://www.zhongyoo.com/fangji/hcgct_12450.html,黄芪甘草汤,组成黄芪四两(120克)、甘草一两1(30克)。,用法水煎服，每日2次。,益气升阳，固本补元。,主治老人排尿时茎痛如割，不论年深月久，舌淡，脉弱。
http://www.zhongyoo.com/fangji/sxt_12449.html,升陷汤,组成生黄芪六钱(18克)、知母三钱(9克)、柴胡一钱五分(5克)、桔梗一钱五分(5克)、升麻一钱(3克)。,用法水煎服，每日2次。,补益肺气，举陷升提。,主治胸中大气下陷，气短不足以息，或满闷怔忡，脉沉迟微弱。
http://www.zhongyoo.com/fangji/dhyz_1184.html,地黄饮子,组成熟干地黄焙、巴戟天去心、山茱萸炒、肉苁蓉酒浸切焙、附子炮裂去皮、脐石斛去根、五味子炒、官桂去粗皮、白茯苓去黑皮各一两(各30g) 。麦门冬去心、焙远志去心、菖蒲各半两(各15g)。,用法上为细末，每服三钱(9～15g)，水一盏，加生姜三片，大枣二枚，擘破，同煎七分，去滓，食前温服。现代用法：加姜枣水煎服，用量按原方比例酌减。,滋肾阴，补肾阳，化痰开窍。,喑痱。舌强不能言，足废不能用，口干不欲饮，足冷面赤，脉沉细弱。
http://www.zhongyoo.com/fangji/mzrw_1455.html,麻子仁丸,组成】子仁二升(20g)，芍药半斤(9g)，炙枳实半斤(9g)，去皮大黄一斤(12g)，炙厚朴一尺(9g)，杏仁一升，去皮、尖，熬，别作脂(10g)。,用法】上六味，蜜和丸，如梧桐子大，饮服十丸，日三服，渐加，以知为度。现代用法：上药为末，炼蜜为丸，每次9g，每日1～2次，温开水送服。亦可水煎服，用量按原方比例酌定。,功效】润肠通便。,主治】肠胃燥热之便秘证。大便干结，小便频数，舌红少津，脉细数。
http://www.zhongyoo.com/fangji/mht_1428.html,麻黄汤,组成】 麻黄三两去节(9g)，桂枝二两去皮(6g)，杏仁七十个去皮尖(6g)，甘草一两炙(3g)。,用法】上四味，以水九升，先煮麻黄，减二升，去上沫，内诸药，煮取二升半，去滓，温服八合。覆取微似汗，不须啜粥，余如桂枝法将息。 现代用法：水煎服，温覆取微汗。,功效】发汗解表，宣肺平喘。,主治】外感风寒表实证。恶寒发热，头身疼痛，无汗而喘，苔薄白，脉浮紧。
http://www.zhongyoo.com/fangji/bhw_1422.html,保和丸,组成山楂六两(180g)，半夏、茯苓各三两(各90g)，神曲二两(60g)，陈皮、连翘、莱菔子各一两(各30g)。,用法】上为末，炊饼丸如梧桐子大，每服七八十丸，食远白汤下。现代用法：共为末，水泛为丸，每服6～9g，温开水送服。,功效】消食和胃，清热化湿。,主治】食积内停。胸脘痞满胀痛，嗳腐吞酸，厌食呕吐，或大便稀溏，苔黄厚腻，脉滑。
http://www.zhongyoo.com/fangji/qws_1415.html,清胃散,组成生地黄、当归各三分(各6g)，牡丹皮半钱(9g) ，黄连六分(6g)，夏月倍之，升麻一钱(9g)。,用法】上药为细末，都作一服，水一盏半，煎至七分，去滓，放冷服之。现代用法：作汤剂，水煎服。,功效】清胃凉血。,主治】 胃火牙痛。牙痛牵引头疼，面颊发热，其齿喜冷恶热，或牙宣出血，或牙龈红肿溃烂，或唇舌腮颊肿痛，口气热臭，口干舌燥，舌红苔黄，脉滑数。
http://www.zhongyoo.com/fangji/mhxrsggct_1401.html,麻黄杏仁石膏甘草汤,组成】麻黄四两去节( 9g) ，杏仁五十个去皮尖(9g)， 甘草二两炙(6g) ，石膏半斤碎、绵裹(18g)。,用法】上四味，以水七升，煮麻黄，减二升，去上沫，内诸药，煮取二升，去滓，温服一升。现代用法：水煎温服。,功效】辛凉疏表，清肺平喘。,主治】表邪未解，肺热咳喘证。身热不解，有汗或无汗，咳逆气急，甚则鼻煽，口渴，舌苔薄白或黄，脉浮而数。
http://www.zhongyoo.com/fangji/cxcds_1383.html,川芎茶调散,组成】川芎、荆芥去梗各四两(各120g)，白芷、羌活、甘草各二两(各60g) ，细辛一两(30g) ，防风去芦一两半(45g) ，薄荷不见火八两(240g)。,用法】上为细末，每服二钱(6g)，食后清茶调下。现代用法：作汤剂，水煎服，用量按原方比例酌减。,功效】疏风止痛。,主治】外感风邪头痛。偏正头痛或巅顶作痛，恶寒发热，目眩鼻塞，舌苔薄白，脉浮。
http://www.zhongyoo.com/fangji/gct_1368.html,固冲汤,组成白术炒一两(30g) ，生黄芪六钱(18g) ，龙骨煅捣细八钱(24g)，牡蛎煅捣细八钱(24g)， 山萸肉去净核八钱(24g)， 生杭芍四钱(12g)，海螵蛸捣细四钱(12g)，茜草三钱(9g)，棕边炭二钱(6g) ，五倍子五分，轧细，药汁送服(1.5g)。功用鉴别】本方与归脾汤均治脾虚气不摄血之崩漏下血，但归脾汤是由健脾与养心安神药配伍组成，以补为主，所治者为心脾两虚，脾不统血之崩漏下血；本方是由健脾与收涩药配伍组成，以涩为主，所治者为脾气虚弱，冲脉不固之崩漏下血。,用法】水煎服。,功效】益气健脾，固冲摄血。,主治】脾气虚弱，冲脉不固之崩漏证。崩漏或月经过多，色淡质稀，心悸气短，头晕肢冷，四肢乏力，舌淡，脉微弱。
http://www.zhongyoo.com/fangji/jjwrt_1363.html,加减葳蕤汤,组成】生葳蕤二钱至三钱(9g) 生葱白二枚至三枚桔梗一钱至钱半(4.5g) 东白薇五分 至一钱(3g)淡豆豉三钱至四钱(9g) 苏薄荷一钱至钱半(4.5g)炙甘草五分(5g)红枣2枚,用法】水煎，分温再服。,功效】滋阴解表。,主治】素体阴虚，外感风热表证。头痛身热，微恶风寒，无汗或有汗不多，咳嗽，心烦，口渴咽干，舌红脉数。
http://www.zhongyoo.com/fangji/jpw_1357.html,健脾丸,组成白术炒二两半(75g) ，木香另研、黄连酒炒、甘草各七钱半(各22g)， 白茯苓去皮二两(60g)，人参一两半(45g)， 神曲炒，陈皮、砂仁、麦芽炒取面，山楂取肉，山药、肉豆蔻、面裹煨热，纸包捶去油，各一两(各30g)。,用法】共为细末，蒸饼为丸，如绿豆大，每服五十丸(6g)，空心服，一日二次，陈米汤下。现代用法：糊丸或水泛为丸，每服6～9g，温开水送下，每日2次。,功效】健脾和胃，消食止泻。,主治】脾虚食停证。食少难消，脘腹痞闷，大便溏薄，苔腻微黄，脉虚弱。
http://www.zhongyoo.com/fangji/bxxxt_1343.html,半夏泻心汤,组成】半夏半升、洗(12g)，黄芩、干姜、人参各三两(各9g) ，黄连一两(3g) ，大枣十二枚、擘(4枚)，甘草三两、炙(9g)。,用法】上七味，以水一斗，煮取六升，去滓，再煎，取三升，温服一升，日三服。 现代用法：水煎服。,功效】和胃降逆，开结除痞。,主治】胃气不和，心下痞证。心下痞，但满不痛，或呕吐，肠鸣下利，舌苔黄腻，脉弦数。
http://www.zhongyoo.com/fangji/mls_1330.html,牡蛎散,组成黄芪去苗土一两(30g) ，煅牡蛎米泔浸再刷去土后火烧通赤一两(30g) ，麻黄根洗一两(9g)。,用法三药为粗散，每服9g，水一盏半，加小麦百余粒，同煎至八分，去渣热服，日二服，不拘时候。 现代用法：水煎温服。,敛阴止汗、益气固表。,自汗、盗汗证。自汗，夜卧尤甚，久而不止，心悸惊惕，短气烦倦，舌淡红，脉细弱。
http://www.zhongyoo.com/fangji/qsyqt_1324.html,清暑益气汤,组成西洋参(6g)，石斛(15g) ，麦冬(9g) ，黄连(3g) ，竹叶(6g) ，荷梗(15g)，知母(6g) ，甘草(3g)，粳米(15g) ，西瓜翠衣(30g)(原书未注用量)。,用法】水煎服。,功效】清暑益气，养阴生津。,主治】暑热气津两伤证。身热汗多，心烦口渴，小便短赤，体倦少气，精神不振，脉虚数。
http://www.zhongyoo.com/fangji/syt_1315.html,芍药汤,组成】芍药一两(30g)，当归半两(15g) ，黄连半两(15g) ，槟榔、木香、甘草炒各二钱(各6g)，大黄三钱(9g) ，黄芩半两(15g)， 官桂二钱半(5g)。,用法】上药畋咀，每服半两(15g)，水二盏，煎至一盏，食后温服。现代用法：水煎服。,功效】清热燥湿，调气和血。,主治】湿热痢疾。腹痛，便脓血，赤白相兼，里急后重，肛门灼热，小便短赤，舌苔黄腻，脉弦数。
http://www.zhongyoo.com/fangji/lgwwjxt_1308.html,苓甘五味姜辛汤,组成茯苓四两(12g)，甘草三两(9g)，干姜三两(9g)，细辛三两(6g) ，五味子半升(6g),用法】上五味，以水八升，煮取三升，去滓，温服半升，日三服。现代用法：水煎服。,功效】温肺化饮。,主治】寒饮内停证。咳嗽吐痰，量多色白清稀，喜唾涎沫，胸满喘逆，舌苔白滑，脉沉迟等。
http://www.zhongyoo.com/fangji/lzw_1298.html,理中丸,组成人参、干姜、甘草炙、白术各三两(各9g)。,用法】上四味，捣筛，蜜和为丸，如鸡子黄许大(9g)。以沸汤数合，和一丸，研碎，温服之，日三四服，夜二服。腹中未热，益至三四丸，然不及汤。汤法：以四物依两数切，用水八升，煮取三升，去滓，温服一升，日三服。服汤后，如食顷，饮热粥一升许，微自温，勿发揭衣被。现代用法：上药共研细末，炼蜜为丸，重9g，每次1丸，温开水送服，每日2～3次。或作汤剂，水煎服，用量酌定。,功效】温中祛寒，益气健脾。,主治
http://www.zhongyoo.com/fangji/qyt_1291.html,清营汤,组成】犀角三钱(水牛角代30g) ，生地黄五钱(15g)，玄参三钱(9g)， 竹叶心一钱(3g)，麦冬三钱(9g) ，丹参二钱(6g) ，黄连一钱五分(5g) ，银花三钱(9g) ，连翘二钱、连心用(6g)。,用法】上药，水八杯，煮取三杯，日三服。现代用法：作汤剂，水牛角镑片先煎，后下余药。,功效】清营解毒，透热养阴。,主治】热人营分证。身热夜甚，口渴或不渴，时有谵语，神烦少寐，斑疹隐隐，舌绛而干，脉细数。1.用方要点：本方为主治温病邪热初人营分的代表方。临床以身热夜甚，心烦少寐，舌绛而干，脉细数等为辨证要点。
http://www.zhongyoo.com/fangji/ldxgt_1281.html,龙胆泻肝汤,组成】龙胆草、酒炒(6g) ，黄芩炒(9g)，栀子、酒炒(9g) ，泽泻(12g) ，木通(6g)，车前子(9g)，当归、酒洗(3g) ，柴胡(6g) ，生地黄、酒炒(9g) ，生甘草(6g)(原书未注用量)。,用法】水煎服。亦可制成丸剂，每服6～9g，日2次，温开水送下。,功效】泻肝胆实火，清下焦湿热。,主治
http://www.zhongyoo.com/fangji/dhfzt_1264.html,大黄附子汤,组成】大黄三两(9g)，附子三枚炮(9g)，细辛二两(3g)。,用法】以水五升，煮取二升，分温三服。若强人煮取二升半，分温三服。服后如人行四五里，进一服。现代用法：水煎服。,功效】温里散寒，通便止痛。,主治】寒积里实证。腹痛便秘，胁下偏痛，发热，手足不温，舌苔白腻，脉弦紧。
http://www.zhongyoo.com/fangji/glxbbjt_1251.html,瓜蒌薤白白酒汤,组成】瓜蒌实一枚(24g) 薤白半升(12g) 白酒七升(适量),用法】三味同煎，取二升，分温再服。现代用法：加适量黄酒，水煎服。,功效】通阳散结，行气祛痰。,主治】胸痹证。胸部闷痛，甚或胸痛彻背，喘息咳唾，短气，舌苔白腻，脉沉弦或紧。
http://www.zhongyoo.com/fangji/chsgs_1227.html,柴胡疏肝散,组成陈皮醋炒、柴胡各二钱(各6g)，川芎、香附、枳壳麸炒、芍药各一钱半(各5g)，甘草炙五分(3g)。,用法】水二盅，煎八分，食前服。,功效】疏肝解郁，行气止痛。,主治】肝气郁滞证。胁肋疼痛，胸闷善太息，情志抑郁，易怒，脘腹胀满，脉弦。
http://www.zhongyoo.com/fangji/sht_1215.html,生化汤,组成】全当归八钱(24g) ，川芎三钱(9g)，桃仁去皮尖、研、十四枚(6g) ，干姜炮黑五分(2g)，甘草炙五分(2g)。,用法】童便、黄酒各半煎服。现代用法：水煎服，或加黄酒同煎。,功效】养血祛瘀，温经止痛。,主治】产后瘀血腹痛。恶露不行，小腹冷痛。
http://www.zhongyoo.com/fangji/sjy_1212.html,桑菊饮,组成桑叶二钱五分(7.5g)，菊花一钱(3g) ，杏仁二钱(6g)，桔梗二钱(6g) ，甘草生八分(2.5g) ，薄荷八分(2.5g) ，连翘一钱五分(5g) ，苇根二钱(6g)。,用法】水二杯，煮取一杯，日二服。现代用法：水煎温服。,功效】疏风清热，宣肺止咳。,主治】风温初起。咳嗽，身热不甚，口微渴，脉浮数。
http://www.zhongyoo.com/fangji/lys_1208.html,六一散,组成】滑石六两(180g)，甘草一两(30g)。,用法】为细末，每服三钱，加蜜少许，温水调下，或无蜜亦可，每日三服。或欲冷饮者，新井泉调下亦得。现代用法：为细末，每服9～18g，包煎，或温开水调下，日2～3服，亦常加入其他方药中煎服。,功效】清暑利湿。,主治】暑湿证。身热烦渴，小便不利，或泄泻。
http://www.zhongyoo.com/fangji/lgsgt_1202.html,苓桂术甘汤,组成茯苓四两(12g)桂枝去皮，三两(9g)白术二两(6g)甘草炙，二两(6g),用法】上四味，以水六升，煮取三升，去滓，分温三服，小便则利。现代用法：水煎服。,功效】温阳化饮，健脾利湿。,主治】中阳不足之痰饮病。胸胁支满，目眩心悸.或短气而咳，舌苔白滑，脉弦滑。
http://www.zhongyoo.com/fangji/dcht_1196.html,大柴胡汤,组成】柴胡半斤(15g)黄芩三两(9g)芍药三两(9g)半夏半升，洗(9g)生姜五两，切(15g)大枣十二枚，擘(5枚)枳实四枚，炙(9g)大黄二两(6g),用法】上八味，以水一斗二升，煮取六升，去滓，再煮，温服一升，日三服。现代用法：水煎，去滓。再煎，分2次温服。,功效】和解少阳，内泻热结。,主治】少阳、阳明合病。往来寒热，胸胁苦满，呕不止，郁郁微烦，心下痞硬，或心下满痛，大便不解或协热下利，舌苔黄，脉弦有力。
http://www.zhongyoo.com/fangji/dhjst_1190.html,独活寄生汤,组成】独活三两(9g)，桑寄生、杜仲、牛膝、细辛、秦艽、茯苓、肉桂心、防风、川芎、人参、甘草、当归、芍药、干地黄各二两(各6g)。,用法】上十五味，畋咀，以水一斗，煮取三升，分三服，温身勿冷也。现代用法：水煎服。,功效】祛风湿，止痹痛，益肝肾，补气血。,主治】痹证日久，肝肾不足，气血两虚。腰膝关节疼痛，屈伸不利，或麻木不仁，畏寒喜温，舌淡苔白，脉细弱。
http://www.zhongyoo.com/fangji/dgsnt_1161.html,当归四逆汤,组成】 当归三两(12g) ，桂枝三两去皮(9g) ，芍药三两(9g)，细辛三两(3g) ，甘草二两，炙(6g)， 通草二两(6g)，大枣二十五枚，擘(9枚)。,用法】上七味，以水八升，煮取三升，去滓，温服一升，日三服。现代用法：水煎服。,功效】温经散寒，养血通脉。,主治】血虚寒凝经脉证。手足厥寒，舌淡苔白，脉沉细或细而欲绝，或寒人经络，腰、股、腿、足疼痛等。
http://www.zhongyoo.com/fangji/srt_1155.html,三仁汤,组成杏仁五钱(15g)，飞滑石六钱(18g)，白通草二钱(6g)，白蔻仁二钱(6g)，竹叶二钱(6g)，厚朴二钱(6g)，生薏苡仁六钱(18g)，半夏五钱(10g)。,用法】甘澜水八碗，煮取三碗，每服一碗，日三服。现代用法：水煎服。,功效】宣畅气机，清利湿热。,主治】湿重于热之湿温病。头痛恶寒，身重疼痛，面色淡黄，胸闷不饥，午后身热，舌白不渴，脉弦细而濡等。
http://www.zhongyoo.com/fangji/pws_1149.html,平胃散,组成苍术去黑皮，捣为粗末，炒黄色，四两(120g)厚朴去粗皮，涂生姜汁，炙令香熟，三两(90g) 陈橘皮洗令净，焙干，二两(各60g)甘草炙黄，一两(30g),用法】上为散，每服二钱(6g)，以水一中盏，加姜二片，大枣丽枚，同煎至六分，去渣，食前温服。现代用法：共为细末，每服6g，生姜、大枣煎汤送服，每日2次，食前服。或作汤剂，水煎服，用量按原方比例酌定。,功效】燥湿运脾，行气和胃。,主治】湿困脾胃证。脘腹胀满，不思饮食，恶心呕吐，暧气吞酸，肢体沉重，倦怠嗜卧，大便溏薄，舌苔白腻而厚，脉缓。
http://www.zhongyoo.com/fangji/byhwt_1142.html,补阳还五汤,组成黄芪生，四两(120g)当归尾二钱(6g)赤芍一钱半(4.5g)地龙一钱(3g)川芎一钱(3g)桃仁一钱(3g)红花一钱(3g),用法】水煎服。,功效】补气，活血，通络。,主治】气虚血瘀之中风证。半身不遂，口眼喁斜，语言謇涩，口角流涎，小便频数，或遗尿不禁，苔白，脉缓。
http://www.zhongyoo.com/fangji/hxzqs_1136.html,藿香正气散,组成大腹皮、白芷、紫苏、茯苓去皮各一两(各30g)，半夏曲、白术、陈皮去白、厚朴去粗皮、姜汁炙、苦桔梗各二两(各60g) ，藿香去土三两(90g) ，甘草炙二两半(75g)。,用法】共为细末，每服二钱，水一盏，姜三片，枣一枚，同煎至七分，热服；如欲出汗，衣被盖，再煎并服。现代用法：共为细末，每服6g，姜、枣煎汤送服。或作汤剂，水煎服，用量按原方比例酌定。,功效】解表化湿，理气和中。,主治】外感风寒，内伤湿滞证。恶寒发热，头痛，脘闷食少，腹胀腹痛，恶心呕吐，肠呜泄泻，舌苔白腻，脉浮或濡缓。
http://www.zhongyoo.com/fangji/ddfz_1130.html,大定风珠,组成】生白芍六钱(18g) ，阿胶三钱(9g)，生龟甲四钱(12g)， 干地黄六钱(18g)，麻仁二钱(6g)，五味子二钱(6g) ，生牡蛎四钱(12g) ，麦冬连心六钱(18g)，炙甘草四钱(12g)，鸡子黄生二枚(2个)， 鳖甲生四钱(12g)。,用法】上以水八杯，煮取三杯，去滓，入阿胶烊化，再入鸡子黄，搅令相得，分三次服。现代用法：水煎服，去渣.入阿胶烊化，再入鸡子黄，搅匀，分三次温服。,功效】滋阴息风。,主治】阴虚风动证。手足瘼疭，形消神倦，脉气虚弱，舌绛苔少，时时欲脱者。
http://www.zhongyoo.com/fangji/ggqlt_1118.html,葛根芩连汤,组成】葛根半斤(15g) ，炙甘草二两(6g) ，黄芩三两(9g)，黄连三两(9g)。,用法】上四味，以水八升，先煮葛根，减二升，内诸药，煮取二升，去滓，分温再服。现代用法：水煎服。,功效】解表清里。,主治】协热下利证。身热下利，胸脘烦热，口干作渴，喘而汗出，舌红苔黄，脉数或促。
http://www.zhongyoo.com/fangji/ect_1112.html,二陈汤,组成半夏汤洗七次、橘红各五两(各15g) ，白茯苓三两(9g) ，甘草炙一两半(4.5g)。,用法】上药畋咀，每服四钱，用水一盏，生姜七片，乌梅一个，同煎六分，去滓，热服，不拘时候。现代用法：共为粗末，加生姜七片，乌梅一个，水煎温服。,功效】燥湿化痰，理气和中。,主治】湿痰证。咳嗽痰多易咯，胸膈满闷，恶心呕吐，肢体困倦，头眩心悸，舌苔白腻，脉沉滑。
http://www.zhongyoo.com/fangji/qgbjt_1106.html,青蒿鳖甲汤,组成】青蒿二钱(6g) ，鳖甲五钱(15g) ，细生地四钱(12g) ，知母二钱(6g) ，丹皮三钱(9g)。,用法】水五杯，煮取二杯，日再服。现代用法：水煎服。,功效】养阴透热。,主治】温病后期，邪伏阴分证。夜热早凉，热退无汗，舌红少苔，脉细数。
http://www.zhongyoo.com/fangji/dcs_1100.html,导赤散,组成生地黄、木通、生甘草梢各等分(各30g)。,用法】上药为末，每服三钱(9g)，水一盏，入竹叶同煎至五分，食后温服。现代用法：水煎服，用量酌情增减。,功效】清心养阴，利水通淋。,主治
http://www.zhongyoo.com/fangji/fjhct_1090.html,防己黄芪汤,组成】防己一两(12g) ，黄芪去芦一两一分(15g) ，甘草炒半两(6g)，白术七钱半( 9g)。,用法】上锉麻豆大，每抄五钱匕，生姜四片，大枣一枚，水盏半，煎八分，去滓温服，良久再服。服后当如虫行皮中，以腰下如冰，后坐被上，又以一被绕腰以下，温令微汗，瘥。现代用法：加生姜4片，大枣1枚，水煎服，服后取微汗。,功效】益气祛风，健脾利水。,主治】风水或风湿证。汗出恶风，身重，小便不利，舌淡苔白，脉浮。
http://www.zhongyoo.com/fangji/pjxdy_1088.html,普济消毒饮,组成黄芩(酒炒)、黄连(酒炒)，各五钱(各15g)，陈皮(去白)、甘草(生用)、玄参、柴胡、桔梗各二钱(各6g) ，连翘、板蓝根、马勃、牛蒡子、薄荷各一钱(各3g)，僵蚕、升麻各七分(各2g),用法】上药为末，汤调，时时服之，或蜜拌为丸，噙化。现代用法：水煎服。,功效】清热解毒，疏风散邪。,主治】大头瘟。恶寒发热，头面红肿焮痛，目不能开，咽喉不利，舌燥口渴，舌红苔黄，脉浮数有力。方解】本方主治大头瘟(原书称大头天行)，乃感受风热疫毒之邪，壅于上焦，发于头面所致。风热疫毒袭表，卫阳被郁，则恶寒发热；头为诸阳之会，疫毒上攻，则头面红肿焮痛，目不能开，咽喉不利；舌红苔黄，脉浮数有力为热毒炽盛之象。疫毒宜清解，风热宜疏散，病位在上宜因势利导。故治宜解毒散邪兼施而以清热解毒为主。方中重用黄连、黄芩清泄上焦热毒，且用酒炒，使其性升，以增清上之功，为君药。牛蒡子、连翘、薄荷、僵蚕疏散头面、肌表风热，为臣药。玄参、马勃、板蓝根清热解毒，玄参养阴以防伤阴；桔梗、甘草清利咽喉；陈皮理气，疏散壅滞，以散邪消肿，共为佐药。升麻、柴胡疏散风热，引诸药上达头面，寓“火郁发之”之意，共为使药。方中芩、连得升、柴之引，可上行清头面热；升、柴有芩、连之苦降，则不至于发散太过。如此配伍，有升有降，有清有散，相反相成，既清热解毒，又疏散风热。
http://www.zhongyoo.com/fangji/htt_1082.html,黄土汤,组成甘草、干地黄、白术炮附子、阿胶、黄芩各三两(各9g) ，灶心土半斤(30g)。,用法】以上七味，以水八升，煮取三升，分温二服。现代用法：水煎服。,功效】温阳健脾，养血止血。,主治】阳虚失血。大便下血，或吐血、衄血及妇人崩漏，血色暗淡，四肢不温，面色萎黄，舌淡苔白，脉沉细无力。
http://www.zhongyoo.com/fangji/lgs_1076.html,凉膈散,组成】川大黄朴硝甘草炙各二十两(各600g)、 山栀子仁薄荷去梗黄芩各十两(各500g)、连翘二斤半(1250g)。,用法】上药为粗末，每服二钱(6g)，水一盏，人竹叶七片，蜜少许，煎至七分，去滓，食后温服。小儿可服半钱，更随岁数加减服之。得利下止服。现代用法：水煎服。,功效】泻火通便，清上泄下。,主治】上中二焦积热证。身热口渴，面赤唇焦，胸膈烦热，口舌生疮，或咽痛吐衄，便秘溲赤，舌红苔黄，脉滑数。
http://www.zhongyoo.com/fangji/mmdt_1054.html,麦门冬汤,组成】麦门冬七升(70g)、半夏一升(10g) 、人参三两(9g)、甘草二两(6g)、粳米三合(3g)、大枣十二枚(4枚)。,用法】上六味，以水一斗二升，煮取六升，温服一升，日三夜一服。现代用法：水煎服。,功效】润肺益胃，降逆下气。,主治】肺痿。咳唾涎沫，短气喘促，咽喉干燥，舌红少苔，脉虚数。
