链接,药名,处方,功能主治,用法用量,图片
http://www.zhongyoo.com/zhongchengyao/zymp_8603.html,障眼明片,石菖蒲、决明子、肉苁蓉、葛根、青葙子、党参、蔓荆子、枸杞子、车前子、白芍、山茱萸、甘草、菟丝子、升麻、蕤仁(去内果皮)、菊花、密蒙花、川芎、黄精、熟地黄、黄柏、黄芪,功效与主治】补益肝肾，退翳明且。用于初期及中期老年性白内障。,用法与用量】口服，每次4片，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011214042c5.jpg
http://www.zhongyoo.com/zhongchengyao/jlkfy_8605.html,静灵口服液,茯苓、龙骨、牡丹皮、女贞子、山、熟地黄、远志、泽泻、、黄柏、知母、五味子、石菖蒲,功效与主治】滋阴潜阳，宁神。用于儿童多动症，症见有注意力涣散、多动多语、冲动任性、学习困难、舌质红、脉细数等肾阴不足、肝阳偏旺者。,用法与用量】口服，3～5岁，每次1/2瓶，每日2次;6～14岁，每次1瓶，每日2次;14岁以上，每次1瓶，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011220055O7.jpg
http://www.zhongyoo.com/zhongchengyao/blssww_8607.html,槟榔十三味丸,】槟榔、沉香、肉豆蔻、丁香、木香、厂枣、制草乌、于姜、荜茇、胡椒、紫硇砂、当归、葶苈子,功效与主治】安神止痛。用于心悸、失眠、精神失常、游走刺痛。,用法与用量】口服，每次9～13丸，每日1～2次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011220035X7.jpg
http://www.zhongyoo.com/zhongchengyao/_zldjn_8612.html,豨蛭络达胶囊,豨莶草、水蛭、姜半夏、秦艽、天麻、土鳖虫、三七、川芎、红花、冰片、桃仁、麝香、丹参、人工牛黄、胆南星,功效与主治】化痰活血，息风通络。用于缺血性中风(轻型脑梗死)中经络急性期，风痰瘀血痹阻脉络证，症见半身不遂、口舌歪斜、语言不清、偏身麻木、头晕、脉弦滑。,用法与用量】口服，每次4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101121593X94.jpg
http://www.zhongyoo.com/zhongchengyao/byp_8615.html,鼻炎片,苍耳子、辛夷花、连翘、甘草、白芷、野菊花、桔梗、荆芥、知母、五味子、阱风、黄柏、麻黄、细辛,无,用法与用量】祛风宣肺，清热解毒，用于急、慢性鼻渊疾患。用法与用量】口服，成人每次3～4片，每日3次，温开水送服，儿童酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011215ZN22.jpg
http://www.zhongyoo.com/zhongchengyao/bls_6060.html,八厘散,红花、乳香(炒)、儿茶、自然铜(煅)、没(炒)、大黄、血竭、硼砂、当归、土鳖虫、续断、骨碎补(烫)、朱砂,功效与主治】活血消肿，舒筋接骨。用于跌打损伤、内折筋伤、瘀血作痛、外用止血。,用法与用量】口服，每次0.3g，每日1～2次。,http://www.zhongyoo.com//uploads/allimg/1608/1-160S0154051558.jpg
http://www.zhongyoo.com/zhongchengyao/sbjn_6113.html,三鞭胶囊,】牛鞭、羊鞭、狗鞭、蜈蚣、当归、白芍、天花粉、甘草,功效与主治】壮腰健肾，养血滋阴。用于中老年腰膝疼痛、失眠健忘、过度疲劳及各类前列腺疾病等症状。,用法与用量】口服，每次3粒，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161004205920Y3.jpg
http://www.zhongyoo.com/zhongchengyao/tbmzgzsy_6114.html,土贝母皂苷注射液,】土贝母,功效与主治】清热解毒，除湿散结。用于治疗湿热蕴毒证之扁平疣。,用法与用量】注射用或外用，肌内注射：每次2ml，每日1～2次;外用：取本品适量搽患处。,
http://www.zhongyoo.com/zhongchengyao/xryqs_6115.html,下乳涌泉散,当归、川芎、天花粉、白芍、生地黄、柴胡、青皮、漏芦、桔梗、木通、白芷、通草、穿山甲、王不留行、甘草,功效与主治】活血通乳。乳汁不下。,用法与用量】水煎服，每次1袋，水煎2次，煎液混合后分2次服。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100421055V41.jpg
http://www.zhongyoo.com/zhongchengyao/wtjgp_6133.html,万通筋骨片,】制川乌、制草乌、马钱子(制)、淫羊藿、牛膝、羌活、贯众、黄柏、乌梢蛇、鹿茸、续断、乌梅、细辛、麻黄、桂枝、红花、刺五加、金银花、地龙、桑寄生、甘草、骨碎补(烫)、地骨皮、没(制)、红参,功效与主治】祛风散寒，通络止痛。用于痹证之肩周炎、颈椎病、腰腿痛、肌肉关节疼痛、屈伸不利，以及风湿性关节炎、类风湿性关节炎见以上证候者。,用法与用量】口服，每次2片，每日2～3次;或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161004211952533.jpg
http://www.zhongyoo.com/zhongchengyao/xeqzd_6135.html,小儿七珍丹,雄黄、天麻、天竺黄、全蝎、僵蚕、清半夏、钩藤、桔梗、黄芩、巴豆霜、胆南星、蝉蜕、蟾酥、沉香、水牛角浓缩粉、羚羊角、人工牛黄、麝香、朱砂,功效与主治】消积导滞，通便泻火，镇惊退热，化痰息风。用于小儿感冒发热、夹食夹惊、乳食停滞、大便不通、惊风抽搐、痰涎壅盛。,用法与用量】用白开水或糖水送服，或暗投入食物中;或同乳共服，空腹服最好。一般1个月小儿每次3粒，3～4个月每次5～6粒，7～8个月每次8～9粒，满周岁每次15粒，3～4岁每次25粒，5～6岁每次30粒，7～8岁每次35粒，10岁及10岁以上者每次40粒。若未奏效，隔24小时再服1次，最多限服3次。服用1次为1个疗程。保健用量：正常儿童可按治疗用量，每半月服1次，可防治因积食引起的诸多疾病。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100421204JI.jpg
http://www.zhongyoo.com/zhongchengyao/sjzyxj_7201.html,杀菌止痒洗剂,黄柏、苦参、蛇床子、土茯苓、冰片、苍术,功效与主治】清热解毒，杀虫止痒。适用于改善滴虫性、细菌性、非特异性阴道炎及外阴瘙痒症所致的带下量多、阴痒等症。,用法与用量】将本品摇匀后，用温开水稀释5～10倍浓度，冲洗或坐浴。病重者可加大剂量，也可用药棉棒蘸用本品直接用于患处。一般应保持药液在5分钟以上。每日1～2次，57天为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q50205396.jpg
http://www.zhongyoo.com/zhongchengyao/fsw_7309.html,妇舒丸,党参、白术(麸炒)、当归、杜仲(盐制)、肉桂、阿胶(蛤粉烫)、黄芩(酒制)、艾叶(醋制)、熟地黄、白芍、延蝴索(醋制)、白薇等23味,功效与主治】补气养血，调经止带。用于气血凝滞，子寓寒冷，月经量少、后错，痛经，白带量多，小腹下坠，不思饮食。,用法与用量】口服，水蜜丸每次6g，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q60515941.jpg
http://www.zhongyoo.com/zhongchengyao/hhfjxy_7323.html,红核妇洁洗液,山楂核,功效与主治】解毒祛湿，杀虫止痒。用于治疗湿毒下注之阴痒、带下，包括妇女霉菌性阴道炎和非特异性阴道炎等。,用法与用量】外用。用药前，清水清洗阴部后擦干，取药液10ml于稀释瓶中，加温水至10Oml，摇匀，冲洗外阴、阴道，每日2次，连用7天。重症者要遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q63100S8.jpg
http://www.zhongyoo.com/zhongchengyao/sxbz_7324.html,寿星补汁,山、山楂(炒)、制何首乌、党参、白术(炒)、茯苓、干姜、当归、桂枝、甘草(蜜炙)、白芍(炒)、麦冬、熟地黄,功效与主治】益气养血，调理脾胃。用于年老衰弱、病后体虚、疲乏无力、食欲减退、肢痛麻木、失眠多梦。,用法与用量】口服，每次10ml，每日2次。6、按照用法用量服用，小儿及年老者应在医师指导F服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q63121T2.jpg
http://www.zhongyoo.com/zhongchengyao/mskwkfy_7328.html,麦神开胃口服液,山楂(炒)、六神曲、麦芽(炒)、葡萄糖酸锌、葡萄糖酸亚铁、维C磷酸酯镁、口服水解蛋白，牛黄,功效与主治】消食化滞，健脾和胃。适用于乳、食停滞，厌食及缺铁、缺锌等症。,用法与用量】口服，每次1支，每口2次，早晚温开水送服。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q610542B.jpg
http://www.zhongyoo.com/zhongchengyao/fzbxkl_7331.html,扶正补血颗粒,红芪、当归、山茱萸、阿胶,功效与主治】益气养血。适用于肿瘤患者放、化疗时合并用药，可减轻放、化疗引起的血象降低，免疫功能低下及气咀两虚症状。,用法与用量】开水冲服，每次1袋，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q61156308.jpg
http://www.zhongyoo.com/zhongchengyao/csygw_7377.html,芪桑益肝丸,黄芪、虎杖、苦参、桑寄生、青叶胆、冬虫夏草、龟板、三七,功效与主治】彝医：色嘎诺，色牙沙卡。中医：健脾益肾，活血化瘀，清利湿热。用于湿热瘀阻、脾肾两虚所致的慢性乙型肝炎。,用法与用量】口服，每次7g，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100QFT4117.jpg
http://www.zhongyoo.com/zhongchengyao/kltjn_7386.html,克淋通胶囊,】四季红(头花蓼)、黄相,功效与主治】清热泻火，利尿通淋。用于湿热下注、热结膀胱所致的热淋，症见小便频数、尿急、尿痛、小腹胀痛，腰痛，苔黄腻，脉滑数。,用法与用量】口服，每次4～6粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100QF2555Y.jpg
http://www.zhongyoo.com/zhongchengyao/dzyj_7393.html,杜仲药酒,】杜仲、白芍、五加皮、狗脊、熟地黄、桂枝、党参、骨碎补、白术、金樱子、女贞子、鸡血藤、淫羊藿、川牛膝、茯苓、当归、菟丝子,功效与主治】温补肝肾，补益气血，强壮筋骨，祛风除湿。用于肝肾不足、筋骨瘘弱、风寒湿痹。,用法与用量】口服，每次15～30ml，每日2次，或遵医嘱。4、按照用法用量服用，年老体虚者应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100QG205637.jpg
http://www.zhongyoo.com/zhongchengyao/xszkkl_7396.html,杏苏止咳颗粒,苦杏仁、陈皮、紫苏叶、桔梗、前胡、甘草,功效与主治】宣肺气，散风寒，镇咳祛痰。用于感冒风寒、咳嗽气逆。,用法与用量】颗粒，开水冲服，每次12g，每臼3次，小儿酌减;糖浆，口服，每次10～15ml，每日3次，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100QG10U92.jpg
http://www.zhongyoo.com/zhongchengyao/mzjn_7999.html,秘治胶囊,大黄、甘草浸膏,功效与主治】清热导滞，缓泻通他。用于胃肠实热所致的大便于结、排便因难，甚则肛裂便血、口苦口干、小便短赤、舌红苔黄、脉滑数。,用法与用量】口服，每次3粒，每日1次。可连续服3天，见效者可随时停药，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610092041044Y.jpg
http://www.zhongyoo.com/zhongchengyao/jelkl_8001.html,健儿乐颗粒,山楂、白芍、竹叶卷心、甜叶菊、钩藤、鸡内金,功效与主治】清热平肝，清心除烦，健脾消食。用于儿童烦躁不安、夜惊夜啼、夜眠不宁、消化不良。,用法与用量】口服，3岁以下小儿每次5g，每日2次;3～6岁每次10g，每日2次;7～12岁每次10g，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009204035308.jpg
http://www.zhongyoo.com/zhongchengyao/jtkl_8086.html,颈痛颗粒,三七、川芎、延胡索、羌活、白芍、威灵仙、葛根,功效与主治】活血化瘀，行气止痛。用于神经根型颈椎病属血瘀气滞、脉络闭阻证，症见颈、肩或上肢疼痛、发僵或窜麻、窜痛等。,用法与用量】开水冲服，每次1袋，每日3次，饭后服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010115030142.jpg
http://www.zhongyoo.com/zhongchengyao/xhwtjn_8088.html,虚寒胃痛胶囊,黄芪(炙)，甘草(炙)、桂枝、党参、白芍、高良姜、大枣、干姜,功效与主治】温胃止痛，健脾益气。用于脾虚胃弱之胃脘隐痛、喜温喜按、遇冷或空腹痛重。,用法与用量】胶囊，口服，每次4粒，每日3次，或遵医嘱;颗粒，开水冲服，每次1袋，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010114952646.jpg
http://www.zhongyoo.com/zhongchengyao/ctskl_8089.html,常通舒颗粒,何首乌、火麻仁、当归、桑葚、赤芍,功效与主治】滋阴养血，润肠通便。用于习惯性便秘、老年性便秘及产后便秘等症。,用法与用量】开水冲服，每次20g，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101011493UL.jpg
http://www.zhongyoo.com/zhongchengyao/yjhs_8095.html,野菊花栓,】野菊花,功效与主治】清热解毒。用于热毒蕴结下焦所致的热淋，症见尿频、尿道灼热疼痛，小腹、会阴或腰骶部坠胀疼痛;慢性前列腺炎及慢性盆腔炎见上述证候者。,用法与用量】肛门给药，每次1粒，每日1～2次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010150TaU.jpg
http://www.zhongyoo.com/zhongchengyao/ljpyjn_8185.html,鹿精培元胶囊,】手掌参、烈香杜鹃、黄精、迷果芹、天冬、蒺藜、喜马拉雅紫茉莉、枸杞子、冬虫夏草、鹿茸,功效与主治】滋补肝肾，益精培元。用于精血亏虚所致的疲劳综合征，腰膝酸痛、畏寒肢冷、心悸烦热、头痛失眠、消渴、夜尿频。,用法与用量】口服，每次1～2粒，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010164R9260.jpg
http://www.zhongyoo.com/zhongchengyao/lbzktj_8188.html,羚贝止咳糖浆,紫菀(蜜)、茯苓、麻黄、知母、金银花、陈皮、半夏(姜)、前胡、远志、平贝母、罂粟壳、山楂、羚羊角,功效与主治】宜肺化痰，止咳平喘。用于小儿肺热咳嗽及痰湿咳嗽。,用法与用量】口服，1岁以内每次服2～4ml，1～3岁每次服5～10ml，4～6岁每次服10～15ml，7～12岁每次服15～20ml，15岁以上每次服20～30ml，每日3次，饭前30分钟服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010164J4124.jpg
http://www.zhongyoo.com/zhongchengyao/qlhp_8248.html,清凉含片,薄荷、紫苏叶、葛根、薄荷脑、乌梅肉,功效与主治】清热解暑，生津止渴。用于受暑受热、口渴恶心、烦闷头昏、咽喉肿痛。,用法与用量】含化，每次2～4片。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610101R035402.jpg
http://www.zhongyoo.com/zhongchengyao/zskcntj_6396.html,止嗽咳喘宁糖浆,地龙、黄芩、罂粟壳、苦杏仁、紫苏子(炒)、法半夏、薄荷油,功效与主治】止咳，定喘。用于慢性支气管炎、老年性支气管炎。,用法与用量】口服，每次10～15ml，每日2～3次，用时摇匀。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100515514G10.jpg
http://www.zhongyoo.com/zhongchengyao/sfzyw_6400.html,少腹逐瘀丸,当归、蒲黄、五灵脂(醋炒)、赤芍、小茴香(盐炒)、延胡索(醋制)、没(炒)、川芎、肉桂、炮姜,功效与主治】活血逐瘀，祛寒止痛。用于血瘀有寒引起的月经不调、小腹胀痛、腰痛、白带多。,用法与用量】温黄酒或温开水送服，每次1丸，每日2～3次。6、按照用法用量服用，在服药过程中出现不良反应者，应停药向医师咨询。,http://www.zhongyoo.com//uploads/allimg/1610/2-161005155344D7.jpg
http://www.zhongyoo.com/zhongchengyao/rsaxy_6401.html,日舒安洗液,苦参、马鞭草、蒲公英、蛇床子、五倍子、百部、花椒、白矾,功效与主治,用法与用量】洗液，外用，用时振摇，每晚唾前以本品适量，加10倍量温开水稀释后坐浴5分钟;湿巾，外用，揩擦患处，重症者可用本品贴患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610051554043I.jpg
http://www.zhongyoo.com/zhongchengyao/zhddw_6406.html,中华跌打丸,】金不换、地耳草、鬼划符、过江龙、岗梅、栀子、半边莲、牛尾蕨、大力王、刘寄奴、丁茄根、急性子、钻朗风、牛膝、鹅不食草、山桔叶、毛老虎、穿破石、两面针、丢了棒、独活、制川乌、红杜仲、鸡血藤、乌、香附、丁香、假蒟叶、桂枝、木鳖子、苍术、樟脑,功效与主治】消肿止痛，舒筋活络，止血生肌，活血祛瘀。用于挫伤筋骨、新旧瘀痛、创伤出血、风湿瘀痛。,用法与用量】口服，水蜜丸每次3g;大蜜丸每次1丸，每日2次。儿童及体虚者减半。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610051555341J.jpg
http://www.zhongyoo.com/zhongchengyao/nbyrw_6407.html,内补养荣丸,当归、甘草、阿胶、益母草、茯苓、川芎、香附(醋炙)、白术(麸炒)、白芍、陈皮、黄芪(蜜炙)、熟地黄、砂仁、艾叶炭、杜仲炭,功效与主治】补气养血。用于气血不足引起的月经不调、经血量步、经期腹痛、腰酸腿软、面色无华。,用法与用量】口服，每次2丸，每日2次。6、按照用法用量服用，在服药过程中出现不良反应者，应停药向医师咨询。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610051PAaA.jpg
http://www.zhongyoo.com/zhongchengyao/sfjbpjap_6408.html,水飞蓟宾葡甲胺片,】本品主要成分为水飞蓟宾葡甲胺,功效与主治】急慢性肝炎、初期肝硬化、药物及酒精所致的肝中毒。,用法与用量】口服，每日3次，每次2片，饭后服用，或遵医嘱。1个月为1个疗程，一般连续用药2～3个月。病情重者可遵医嘱增加剂量，每次服用3～4片，每日3次，可与维生素B6、复合维生素B及维生素C同时服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610051PI2153.jpg
http://www.zhongyoo.com/zhongchengyao/bljn_6413.html,贝羚胶囊,川贝母、羚羊角、猪去氧胆酸、麝香、沉香、人工竺黄、青礞石、硼砂,功效与主治】清热化痰，止咳平喘。用于痰热阻肺、气喘咳嗽、小儿肺炎、喘息性支气管炎及成人慢性支气管炎见上述证候者。,用法与用量】口服。成人，每次2粒，每日3次;儿童，每次1粒，每日2次，1周岁内酌减或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610051P956429.jpg
http://www.zhongyoo.com/zhongchengyao/nhqfp_6422.html,牛黄清肺片,】牛黄、黄芩、青礞石(锻)、玄明粉、石膏、大黄、朱砂、滑石粉、雄黄,功效与主治】清肺化痰，泻热通便。用于肺热咳嗽、喘促胸满、大便燥结。,用法与用量】口服，每次4～5片，每日2次，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610051R149504.jpg
http://www.zhongyoo.com/zhongchengyao/sbqbrg_7090.html,丝白祛斑软膏,血竭、三七、杏仁、桃仁、牵牛子、白芷、制白附子、丝瓜络、当归、薏苡仁、白僵蚕、白蔹、黄芩、川芎、珍珠粉,功效与主治】活血化瘀，祛风消斑。适用于气血瘀滞、肌肤失养所致的黄褐斑。,用法与用量】涂于面部及患处，每日2次，配合按摩3～5分钟。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H15250126.jpg
http://www.zhongyoo.com/zhongchengyao/jxakw_7092.html,吉祥安坤丸,益母草、沙棘、赤爮子、红花、木香、山柰、土木香、鹿茸、朱砂、牛黄、冬虫夏草、牛胆粉等18味,功效与主治】调经活血，补气安神。用于月经不调，产后发热，心神不安，头昏头痛，腰膝无力，四肢浮肿，乳腺肿胀。,用法与用量】口服，每次11～15粒，每日1～2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H1534SF.jpg
http://www.zhongyoo.com/zhongchengyao/sbtd_7169.html,伤痹通酊,】辣椒、延胡索、麝香、乳香(制)、没(制)、薄荷脑、水杨酸甲酯、香精,功效与主治】温经散寒，活血止痛。用于跌打损伤、扭挫伤疼痛。,用法与用量】外用，取本品适量涂擦患处，每日2～3次;用手轻轻按摩1分钟左右，待药物吸收后再涂擦、按摩，重复2～3遍。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q1352C38.jpg
http://www.zhongyoo.com/zhongchengyao/hcszsy_7173.html,华蟾素注射液,】干蟾皮,功效与主治】解毒，消肿，止痛。临床主要用于中、晚期肿瘤的治疗，亦可用于慢性乙型肝炎。,用法与用量】静脉点滴，每次10～20ml，每日或隔日1次，用5%～10%葡萄糖注射液500ml混匀后缓慢滴八。1个疗程4周，用药1周后休息1～2日或遵医嘱。肌内注射，每次2～4ml，每日1～2次，疗程同静脉点滴。日服液，每次10ml，每日2～3次。片，每次3～4片，每日3～4次。胶囊，每次2粒，每日3～4次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q13942527.jpg
http://www.zhongyoo.com/zhongchengyao/ytszsy_7175.html,伊痛舒注射液,细辛、羌活、白芷、当归、独活、川芎、防风,功效与主治】祛风散寒胜湿，活血祛瘀镇痛。用于多种原因引起的头痛、牙痛、神经痛、风湿痛及肌纤维炎，骨关节、胃肠、胆、肾疾患，癌症等引起的疼痛。按中医辨证用药，尤其对寒邪和瘀血所致的痛证有较好的效果。,用法与用量】肌内注射或穴位注射，每次2～4ml，每日1～2次，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q43922350.jpg
http://www.zhongyoo.com/zhongchengyao/xkjn_7194.html,血康胶囊,肿节风,功效与主治】活血化瘀，消肿散结，凉血止血。用于血热妄行之皮肤紫斑，原发性及继发性血小板减少性紫癜。,用法与用量】口服，每次1～2粒，每日3～4次，小儿酌减，可连服1个月。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q5055Y04.jpg
http://www.zhongyoo.com/zhongchengyao/gtsjn_7232.html,关通舒胶囊,功劳木、飞龙掌血、血满草、稀莶草、海桐皮、倒扣草、火把花根,功效与主治】祛风除湿，散寒通络。用于风寒湿邪、痹阻经络所致关节疼痛、屈伸不利以及腰肌劳损，外伤性腰腿痛见上述证候者。,用法与用量】口服，每次2粒，每日3次;或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q5144CE.jpg
http://www.zhongyoo.com/zhongchengyao/dyntjn_7236.html,灯银脑通胶囊,】灯盏、细辛、满山香、银杏叶、三七、淀粉、微晶纤维素、聚山梨酸、甲基淀粉、羟丙基甲基纤维素、羧甲基纤维素钠,功效与主治】行气活血，散瘀通络。用于中风中经络，瘀血阻络汪。,用法与用量】口服，每次2粒，每日3次，14天为1个疗程;或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q51J04U.jpg
http://www.zhongyoo.com/zhongchengyao/jnjbp_7237.html,江南卷柏片,】江南卷柏干浸膏,功效与主治】清热凉血。用于血热所致的肌衄，症见皮下有散在紫癜、出血点，舌质红，脉细数。,用法与用量】口服，每次5～6片，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q51P3c0.jpg
http://www.zhongyoo.com/zhongchengyao/atkjn_7259.html,安替可胶囊,】蟾皮、当归,功效与主治】软坚散结，解毒定痛，养血活血。用于食管癌瘀毒证，与放疗合用可增强对食管癌的疗效;用于晚期原发性肝癌瘀毒证，对不宜手术、放化疗者有一定抑制肿瘤增长作用，可改善生存质量;用于中晚期胃癌(瘀毒证)的化疗辅助治疗配合5-FU-DDP方案(5FU、MMC、DDP)，可改善临床症状、生存质量。,用法与用量】口服，每次2粒，每日3次，饭后服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q52FM13.jpg
http://www.zhongyoo.com/zhongchengyao/nrswp_7260.html,那如三味片,】制草乌、诃子、荜茇,功效与主治】消“粘”，除“协日乌素”，祛风，止痛，散寒。用于风湿、关节疼痛、腰腿玲痛、牙痛、白喉等症。,用法与用量】口服，每次2～3片，每日1次，临睡前服，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q52643420.jpg
http://www.zhongyoo.com/zhongchengyao/knkfy_8903.html,坤宁口服液,益母草、当归、赤芍、丹参、郁金、牛膝、枳壳等,功效与主治】活血行气，止血调经。用于气滞所致妇女月经过多、经期延长。,用法与用量】经期或阴道出血期间服用。口服，每次20ml，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012111J5544.jpg
http://www.zhongyoo.com/zhongchengyao/kcnj_8918.html,苦参凝胶,】苦参草等,功效与主治】抗菌消炎。用于宫颈糜烂、赤白带下、滴虫性阴道炎及阴道霉菌感染等妇科慢性炎症。,用法与用量】每晚1支，注入阴道深处。1个疗程7天(2盒)。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012141420a5.jpg
http://www.zhongyoo.com/zhongchengyao/hdcrjn_8941.html,虎地肠溶胶囊,朱砂七、虎杖、白花蛇舌草、北败酱草、二色补血草、地榆(炭)、白及、甘草,功效与主治】清热，利湿，凉血。用于非特异性溃疡性结肠炎，慢性细菌性痢疾温热蕴结证，症见腹痛、下痢脓血、里急后重。,用法与用量】口服，每次4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101215235M15.jpg
http://www.zhongyoo.com/zhongchengyao/sskgcy_8956.html,肾衰康灌肠液,黄芪、大黄、丹参、红花,功效与主治】清热解毒，益气利尿，活血化瘀。用于急性肾功能衰竭。,用法与用量】急性肾衰(制剂为浓缩型)：直肠灌注，每日6次，或遵医嘱;慢性肾衰(制剂为浓缩型)：每次20ml，每日2次，疗程8周。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012151141930.jpg
http://www.zhongyoo.com/zhongchengyao/mmygw_8964.html,明目羊肝丸,】羊肝、青葙子、葶苈子、地肤子、细辛、菟丝子、车前子、黄芩、泽泻、决明子、熟地黄、肉桂、茯苓、枸杞子、苦杏仁、麦冬、茺蔚子、五味子、防风、蕤仁等20味,功效与主治】滋阴明目。主治肝肾衰弱、精血不足，发为青盲、视物昏花、瞳孔散大、两目干涩、迎风流泪、目生内障。,用法与用量】口服，每次1丸，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012153K4352.jpg
http://www.zhongyoo.com/zhongchengyao/hwztjn_8989.html,和胃止痛胶囊,】大红袍、鸡矢藤、管仲、金养麦、黄连、砂仁、延胡索、木香,功效与主治】彝医：猜尼围快，围斯希。中医：行气活血，和胃止痛。用于肝胃气滞之湿热瘀阻所致的急慢性胃肠炎、胃及十二指肠溃疡、慢性结肠炎。,用法与用量】口服，每次3粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012152U3250.jpg
http://www.zhongyoo.com/zhongchengyao/mstjn_9113.html,泌石通胶囊,】槲叶干浸膏、滑石粉,功效与主治】清热逐湿，行气化瘀。用于气滞血瘀型及湿热下注型肾结石或输尿管结石，适用于结石在1.0cm以下者。,用法与用量】口服，每次2粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012164043V2.jpg
http://www.zhongyoo.com/zhongchengyao/zkpbl_9125.html,治咳枇杷露,枇杷叶、百部、前胡、桔梗、桑白皮、薄荷脑,功效与主治】清肺热，止咳，祛痰。用于风热犯肺引起的口干作渴、咳逆痰多、咳嗽痰多、咽干咽痒。,用法与用量】口服，每次20ml，每日3次，小儿减半。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610121F203C1.jpg
http://www.zhongyoo.com/zhongchengyao/dczkjn_9134.html,定喘止咳胶囊,麻黄、款冬花、厚朴、半夏、桑白皮、白果、紫苏叶、甘草、柴胡等,功效与主治】疏风散寒，宜肺止咳，滋阴清肺，润肺益肾，清热化痰，温肾补脾，增强入体抗病能力和免疫力。适用于各种类型气管炎、慢性支气管炎、哮喘、支气管扩张、肺纤维化及引起的肺气肿、肺心病等。,用法与用量】口服，每次3～5粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610121AJQ26.jpg
http://www.zhongyoo.com/zhongchengyao/jzljn_9138.html,降脂灵胶囊,】普洱茶、刺五加、山楂、莱菔子、荷叶、葛根、菊花、黄芪、黄精、何首乌、茺蔚子、杜仲、大黄(酒制)、三七、槐花、桑寄生,功效与主治】消食，降血脂，通血脉，益气血。用于动脉硬化症、高脂血症等。,用法与用量】口服，每次5粒，每日3次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610121A649495.jpg
